,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead
30618,2022_SCD_24066_6,Tender/NIT/2021-22/4111 Date-13.01.2022,Erosion Protection AND Construction of Gully Control Project at Bagulamari Bagan near Fungkha ME School under RIDF XXVII,Erosion Protection AND Construction of Gully Control Project at Bagulamari Bagan near Fungkha ME School under RIDF XXVII,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,18-01-2022 10:00,,180,No,No,Online,08-02-2022 15:00,Soil Conservation Department,Soil Conservation Department,Baksa,781005,2.0,29-Apr-22,INR 4400000.00,['DIDWM BORO'],"50,00,000",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,"{'protection': 2, 'erosion': 2}"
30623,2021_PWD_23050_3,SRBC/TB/SDRF/02/GOH/2021-22,SRBC/TB/SDRF/02/GOH/2021-22,Restoration of Boranipathar Bamun Bari Road by Three Cell Box Culvert (3mx3m) under SOPD (SDRF) for the year 2020-21. (Package No. SDRF/SBRC/GOH/03),Works,Open Tender,Item Rate,Civil Works – Roads,2021-2022,No,No,,25-09-2021 15:30,,180,No,No,Offline,19-10-2021 11:00,Public Works Roads Department,Public Works Roads Department,Gohpur,784168,,,,,"36,33,200",Cancelled,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 4, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Immediate Measures,"{'sdrf': 4, 'package': 1}"
30625,2021_PWD_23865_50,CEDEV/RIDFXXVII/210/2021-22/01,"RE_RIDF-XXVII_Laharighat_01 Construction of Embankment cum Road from Solmari (Chenimari) at Ch 70.0km to Ojhagon at Ch. 82.80km over B/Dyke by providing E/W, GSB, WBM, ICBP, Road signage etc in Laharighat LAC under RIDF-XXVII of NABARD for the yea","RE_RIDF-XXVII_Laharighat_01 Construction of Embankment cum Road from Solmari (Chenimari) at Ch 70.0km to Ojhagon at Ch. 82.80km over B/Dyke by providing E/W, GSB, WBM, ICBP, Road signage etc in Laharighat LAC under RIDF-XXVII of NABARD for the yea",Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,30-12-2021 15:00,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Laharighat,781003,7.0,27-Jun-22,INR 193573800.00,"['Shree Gautam Construction Co Ltd', 'Premdhan Construction Co', 'Rishabh Jain', 'HABIBUR RAHMAN', 'M/s Sanwarmal Khetawat']","21,50,82,000",AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 2, 'dyke': 2, 'road': 4}"
30626,2021_PWD_23856_3,CE/Commn/30/RIDF27/1_Majuli-1,B/Dyke from Tekeliphuta to patia Tiniali (L 6.674 km),Construction of Brahmaputra river Dyke B/Dyke from Tekeliphuta to patia Tiniali (L 6.674 km) under RIDF-XXVII of NABARD for the year 2021-22 in Majuli LAC,Works,Open Tender,Item Rate,Civil Works – Roads,2021-2022,No,No,,28-12-2021 18:00,,180,No,No,Offline,19-01-2022 12:00,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,Public Works Roads Department,Majuli,785105,,,,,"8,51,41,000",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 3, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'dyke': 3}
30630,2021_PWD_23865_44,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Jagiroad_04 Construction of B/Dyke from Narasingha Mandir to Chanaka (from Ch. 118000.00m to 123000.00m) under RIDF-XXVII of NABARD for the year 2021-22,RE_RIDF-XXVII_Jagiroad_04 Construction of B/Dyke from Narasingha Mandir to Chanaka (from Ch. 118000.00m to 123000.00m) under RIDF-XXVII of NABARD for the year 2021-22,Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:55,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Jagiroad,781003,,,,,"8,44,63,100",Cancelled,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'dyke': 2}
30644,2021_BTCWR_21428_1,AdlCEKZWR/100/4008dt.22.02.21,A/E measures to protect upstream of Dulani bridge on both bank at Bijni town of river Dulani,A/E measures to protect upstream of Dulani bridge on both bank at Bijni town of river Dulani,Works,Open Tender,Item Rate,Civil Works,2020-2021,No,No,,24-02-2021 10:00,,180,No,No,Online,05-03-2021 15:30,Bodoland Territorial Council-WRD||Addl.CE cum CHD-Kokrajhar-WRD-BTC,Bodoland Territorial Council-WRD,At Bijni town of river Dulani,783375,3.0,28-May-21,INR 19534963.24,"['KATIRAM NARZARY', 'TAMION BRAHMA']","1,95,34,963",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 2, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'a e': 2, 'bridge': 2}"
30652,2021_PWD_20281_1,No. GRC/NIT/510./2018-19/300 Dated.18.01.2021,"KAM/GRC/SOPD(G)/2020-21/87. Construction of Athiaboi Kerachuba to Kachujaan road including 2m span slab culvert under SOPD-G for the year 2020-21,Jalukbari LAC","Construction of Athiaboi Kerachuba to Kachujaan road including 2m span slab culvert under SOPD-G for the year 2020-21,Jalukbari LAC",Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,20-01-2021 14:00,,90,No,No,Offline,28-01-2021 13:00,Public Works Roads Department,Public Works Roads Department,Jalukbari,781013,2.0,18-Feb-21,INR 9003000.00,['Bubul Bharali'],"90,05,000",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'road': 2}"
30660,2022_DoWR_24659_1,SIV/SDRF/CHANBOSA/2021-22/1,Immediate measures for restoration of Breach like damages on the dyke of Dikhow Bund Left bank from Upper Nazira to Sundarphukhuri at 5th Km near Chanbosa under SDRF for 2021-22,Immediate measures for restoration of Breach like damages on the dyke of Dikhow Bund Left bank from Upper Nazira to Sundarphukhuri at 5th Km near Chanbosa under SDRF for 2021-22,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,10-03-2022 18:00,,180,No,No,Online,21-03-2022 15:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sivasagar,785640,,,,,"1,79,99,694",To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'immediate': 2}"
30669,2021_DoWR_20117_2,DIPHU/2020-21/SDRF/II,"Immediate measures to restore Kharupinda area, Baithalangso LAC from the devastation of river Karbi Langpi in west Karbi Anglong district for the year 2020-21.","Immediate measures to restore Kharupinda area, Baithalangso LAC from the devastation of river Karbi Langpi in west Karbi Anglong district for the year 2020-21.",Works,Open Tender,Works,Civil Works,2020-2021,No,No,,03-02-2021 18:00,,180,No,No,Online,11-02-2021 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,DIPHU,782460,3.0,08-Jun-21,INR 10773532.73,"['PULIN BORGOHAIN', 'DURGA PRASAD UPADHYA']","1,19,71,256",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'immediate': 2}"
30676,2022_DoWR_24583_2,DHUBRI/2021-22/SDRF/III,Immediate measures for restoration of Sisumara BSF Border outpost and IBB link road from the flooding of river Brahmaputra under SDRF for 2021-22.,Immediate measures for restoration of Sisumara BSF Border outpost and IBB link road from the flooding of river Brahmaputra under SDRF for 2021-22.,Works,Open Tender,Works,Civil Works,2022-2023,No,No,,10-05-2022 18:50,,180,No,No,Online,19-05-2022 15:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,DHUBRI,783301,,,,,"2,99,99,591",Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'immediate': 2}"
30682,2021_DoWR_20937_1,MAJ/RIDF/BALIJOKAIBOWA/2020-21,Bank Protection work at Balijokaibowa from the erosion of river Kherkotia in Majuli,Bank Protection work at Balijokaibowa from the erosion of river Kherkotia in Majuli,Works,Open Tender,Works,Civil Works,2020-2021,No,No,,04-02-2021 18:00,,180,No,No,Online,16-02-2021 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Majuli,785110,3.0,15-Sep-21,INR 23103996.22,"['M/S. M.P. AGARWALLA', 'DIPANKAR BORA', 'SANJIB BORUAH']","2,56,72,533",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,"{'protection': 2, 'erosion': 2, 'bank protection': 2}"
30683,2021_DoWR_23224_2,MAJ/SOPD/MISAMORA/2021-22/1,A/E measures to protect Missamora from the erosion of river Subansiri,A/E measures to protect Missamora from the erosion of river Subansiri,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,24-12-2021 18:00,,180,No,No,Online,31-12-2021 14:30,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Majuli,785110,4.0,31-Mar-22,INR 89099123.00,"['SRI.LALIT KUMAR AGARWALLA', 'Yugant Infrastructure Private Limited', 'M/S NORTHERN GASES']","9,89,99,025",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 2, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'erosion': 2, 'a e': 2}"
30685,2021_DoWR_22247_1,KARIMGANJ/2020-21/SDRF/1,Immediate measures to flood protection and drainage in Patherkandhi Ph-II L/B of river Longai under SDRF for 2020-21(Restoration of breach like damage section at vill Kalkali L/B under SDRF for 2020-21,Immediate measures to flood protection and drainage in Patherkandhi Ph-II L/B of river Longai under SDRF for 2020-21(Restoration of breach like damage section at vill Kalkali L/B under SDRF for 2020-21,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,26-07-2021 14:00,,180,No,No,Online,06-08-2021 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,KALKALI,788725,,,,,"1,17,52,032",Cancelled,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 5, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 5, 'immediate': 2}"
30686,2022_DoWR_25558_1,WRD/WB/RESERVE STOCK/ GEO TEXTILE,Procurement of Geotextile materials including filling materials of coarse sand as reserved stocks for utilization during flood and erosion exigency works.,Procurement of Geotextile materials including filling materials of coarse sand as reserved stocks for utilization during flood and erosion exigency works.,Goods,Open Tender,Item Rate,Supply of Materials,2022-2023,No,No,,14-05-2022 16:30,,90,No,No,Online,06-06-2022 15:30,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,"BARPETA, CHIRANG AND DIBRUGARH",786001,,,,,"2,67,51,184",Technical Bid Opening,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,{'erosion': 2}
30688,2021_BTCWR_21119_1,AdlCEWRET/104/1942dt.09.02.21,Immediate measures for re-construction of breach of embankment at Sonmahari and improvement of Puthimari L/B embkt. From Harijhora PWD Road to R.G. Rly line under S.D.R.F. for 2020-21,Immediate measures for re-construction of breach of embankment at Sonmahari and improvement of Puthimari L/B embkt. From Harijhora PWD Road to R.G. Rly line under S.D.R.F. for 2020-21,Works,Open Tender,Item Rate,Civil Works,2020-2021,No,No,,11-02-2021 10:00,,180,No,No,Online,20-02-2021 15:30,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,Sonmahari,781372,4.0,28-May-21,INR 24218618.91,['SRI KAMINI KANTA BASUMATARY'],"2,42,18,618",AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 2, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Immediate Measures,{'immediate': 2}
30690,2022_BoTC_26082_1,No. TECH- 40/SE(R and B)/e-tender/2020-21/Pt-I/20,"Restoration of flood damaged road on Banugaon village road under SDRF (FDR) for the year 2021-22. (Providing RCC Box Cell (3x3 - 3 Cell) and Earth work, GSB Work, Package No.176_4","Restoration of flood damaged road on Banugaon village road under SDRF (FDR) for the year 2021-22. (Providing RCC Box Cell (3x3 - 3 Cell) and Earth work, GSB Work, Package No.176_4",Works,Open Tender,Item Rate,Civil Works – Roads,2022-2023,No,No,,23-06-2022 10:00,,180,No,No,Online,06-07-2022 15:30,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Kokrajhar,783370,,,,,"48,66,606",Technical Evaluation,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'package': 2}"
30705,2021_DoWR_21275_1,KXJ/2020-21/MnR/3,M n R to protect village Keowatola from the erosion of river Longai on its right bank for the year 2020-21.,M n R to protect village Keowatola from the erosion of river Longai on its right bank for the year 2020-21.,Works,Open Tender,Works,Civil Works,2020-2021,No,No,,16-02-2021 16:00,,180,No,No,Online,24-02-2021 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Keowatola,788712,2.0,12-Jul-21,INR 5422981.09,"['TRIDIP BISWAS', 'ABDUL NOOR']","55,35,304",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,{'erosion': 2}
30707,2021_DoWR_23146_1,MORIGAON/2021-22/RIDF/I,Construction of retirement for closing of breach gap from Dighaliati to Khatobori from flood inundation of river Brahmaputra (Ph-I from Sutirpar to Khatobori),Construction of retirement for closing of breach gap from Dighaliati to Khatobori from flood inundation of river Brahmaputra (Ph-I from Sutirpar to Khatobori),Works,Open Tender,Works,Civil Works,2021-2022,No,No,,09-10-2021 18:00,,180,No,No,Online,01-11-2021 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MORIGAON,782105,3.0,15-Dec-21,INR 315646735.05,['M/s ANOJ KUMAR AGARWALA'],"35,07,18,594",AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 2, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,RIDF,Preparedness Measures,{'breach': 2}
30710,2022_DoWR_24682_2,DIB/SDRF/LITING/2021-22/1,Immediate measures to restore flood damages by river Brahmaputra from Liting Gaon to Rohmoria Gaon under SDRF for 2021-22,Immediate measures to restore flood damages by river Brahmaputra from Liting Gaon to Rohmoria Gaon under SDRF for 2021-22,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,22-03-2022 18:00,,180,No,No,Online,29-03-2022 15:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Dibrugarh,786001,,,,,"7,49,99,615",Retender,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'immediate': 2}"
30731,2022_DoWR_24828_1,BADARPUR/2021-22/SDRF/4,Immediate Measures for restoration of flood damage of dyke along R/B of river Borak from Katigorah to Harinagar BOP Camp under SDRF for the year 2021-22 (Restoration of Madarpur area).,Immediate Measures for restoration of flood damage of dyke along R/B of river Borak from Katigorah to Harinagar BOP Camp under SDRF for the year 2021-22 (Restoration of Madarpur area).,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,22-03-2022 18:00,,180,No,No,Online,02-04-2022 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Madarpur (Haritikor Pt-II),788805,3.0,14-Jul-22,INR 44999663.00,['UCN CONSTRUCTION COMPANY PRIVATE LIMITED'],"4,99,99,625",AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'immediate': 2}"
